,News,Category
28,သူ_တို့_နဲ့_ဒေါ်အောင်ဆန်းစုကြည်_က_နားလည်မှု_ကောင်းကောင်း_ရှိ_ပြီးတော့_အနီးကပ်_ပူးပေါင်း_လုပ်ဆောင်_နေ_ကြ_ပါ_တယ်_ဟု_အကြီးတန်း_စစ်ဘက်_အရာရှိဟောင်း_တစ်ဦး_က_ပြောကြား_သည်_အလိုက်အထိုက်_သင့်_သင့်မြတ်_မြတ်_ဖြေရှင်း_ထား_သော_လက်ပံ_တောင်း_တောင်_ကြေးနီ_မိုင်း_ကိစ္စ_နှင့်_မြစ်ဆုံ_ဆည်_စီမံကိန်း_၏_အနာဂတ်_ကဲ့သို့_သော_အကဲဆတ်_သည့်_ပြဿနာ_များ_က_လည်း_ရှိနေ_ပြီး_ဖြစ်သည်_နှစ်_နေရာ_စလုံး_မှ_ဒေသခံ_အသိုင်းအဝိုင်း_များ_က_ဆန္ဒပြ_ကြ_မည့်_အလားအလာ_က_လည်း_ရှိနေ_သည်_။_,Politics
29,တစ်ဖက်_တွင်_လည်း_လွှတ်တော်_တွင်_၂၅_ရာခိုင်နှုန်း_ရ_ယူထား_သော_တပ်မတော်_ကိုယ်စားလှယ်_များ_က_လွှတ်တော်_တွင်_နိုင်ငံတော်_အတိုင်ပင်ခံ_ပုဂ္ဂိုလ်_ခန့်အပ်_ရန်_နှင့်_ဝန်ကြီးဌာန_သစ်_ဖွဲ့စည်း_ရန်_ဥပဒေ_ပြဋ္ဌာန်း_ရေး_ကို_ကန့်ကွက်_မှု_သည်_အရပ်ဘက်_အစိုးရ_ခေါင်းဆောင်_များ_အပေါ်_တပ်မတော်_က_ဆန့်ကျင်_ရပ်တည်_သည်_ဟု_မ_မှတ်ယူ_သင့်_ဘဲ_လွှတ်တော်_နှင့်_ဆိုင်_သော_ရပိုင်ခွင့်_ကို_ရိုးရိုးရှင်းရှင်း_ကျင့်သုံး_ခြင်း_ဟု_သာ_မှတ်ယူ_သင့်_ပေ_သည်_၎င်း_တို့_အား_လွှတ်တော်_တွင်_အစိုးရ_ကို_အပြန်အလှန်_ထိန်း_ညှိ_ခြင်း_တာဝန်_ကို_တိတိကျကျ_ထမ်းဆောင်_ရန်_အထက်_မှ_ကာကွယ်ရေးဦးစီးချုပ်_က_ညွှန်ကြား_ထား_ပေ_လိမ့်မည်_။_,Politics
30,စိတ်ဝင်စားစရာ_အချက်_မှာ_ယခင်_လွှတ်တော်_တွင်_တာဝန်_ထမ်းဆောင်_ခဲ့_ကြ_သူများ_ပါဝင်_သည့်_အပြင်_၎င်း_တို့_အများစု_သည်_ယခင်_လူ_များ_ထက်_ပို_၍_စီနီယာ_ကျ_သူများ_ဖြစ်_နေ_ခြင်း_ဖြစ်သည်_တပ်မတော်_က_ပိုမို_ထိရောက်_တဲ့_လွှတ်တော်_ဖြစ်_စေ_ချင်_တယ်_ဒီမိုကရေစီ_ဂိမ်း_ကစား_နေ_ကြ_တာ_ပေါ့_ဟု_အကြီးတန်း_တပ်မတော်_အရာရှိဟောင်း_တစ်ဦး_က_ပြောကြား_သည်_။_,Politics
31,သို့ရာတွင်_အစိုးရ_နှင့်_တပ်မတော်_အကြား_ယုံကြည်မှု_တည်ဆောက်_သည့်_ဆက်ဆံရေး_လမ်းကြောင်း_၏_ရှေ့_တွင်_သိသာ_ထင်ရှားသော_အလွဲ_များ_ရှိနေ_သည်_ဟု_ဆိုလို_ခြင်း_တော့_မဟုတ်_ပေ_။_,Politics
32,လောလောဆယ်_အကြီးမားဆုံး_ကိစ္စ_မှာ_အစိုးရ_သစ်_လက်ထက်_တွင်_ယခင်_လွှတ်တော်_ဥက္ကဋ္ဌ_သူရဦးရွှေမန်း_နေရာ_ဆက်လက်_ရ_ရှိနေ_သော_အချက်_နှင့်_ဒေါ်အောင်ဆန်းစုကြည်_အတွက်_အနီးကပ်_အကြံပေး_ဖြစ်_နေ_သော_အချက်_ပင်_ဖြစ်သည်_ထို့အပြင်_ပြန်လည်_စတင်_မည့်_ငြိမ်းချမ်းရေး_လုပ်ငန်းစဉ်_အခြေခံ_ဥပဒေ_ပြင်ဆင်_ရေး_ဆွေးနွေး_မှု_နှင့်_ဖက်_ဒရယ်_လစ်_ဇင်_ကျင့်သုံး_ရေး_တို့သည်_နှစ်_ဖက်_အကြား_ဆက်လက်_ပူးပေါင်းဆောင်ရွက်ရေး_နှင့်_ယုံကြည်မှု_တည်ဆောက်ရေး_တို့_အပေါ်_ကြီးမားသော_စိန်ခေါ်မှု_များ_ပေး_လာ_ဦး_မည်_ဖြစ်သည်_။_,Politics
33,သို့ပေမယ့်_အဓိက_အရေးကြီး_ဆုံး_ကတော့_အနာဂတ်_မှာ_သဘောကွဲ_လွဲ_မှု_မှန်_သမျှ_ကို_အာဏာသိမ်း_တဲ့_နည်း_မ_သုံး_ဘဲ_ငြိမ်းချမ်း_စွာ_ဖြေရှင်း_သွား_ဖို့_တပ်မတော်_က_တာဝန်ခံ_ကတိပေး_ထား_တဲ့_အချက်_ပါ_ပဲ_ဟု_တပ်မတော်_အရာရှိဟောင်း_တစ်ဦး_က_ပြောကြား_သည်_ကာကွယ်ရေးဦးစီးချုပ်_အနေ_နှင့်_နိုင်ငံတော်_လုံခြုံရေး_ကို_ထိခိုက်_လာ_သည်_ဟု_ယူဆ_ပါ_က_အုပ်ချုပ်ရေးအာဏာ_ကို_ရယူ_ထိန်းချုပ်ရန်_အခြေခံ_ဥပဒေ_တွင်_ခွင့်ပြု_ထား_သောကြောင့်_ဖြစ်_ပေ_သည်_။_,Politics
34,ဒေါ်အောင်ဆန်းစုကြည်_နှင့်_စင်ကာပူ_နိုင်ငံခြားရေးဝန်ကြီး_နေပြည်တော်_၌_တွေ့ဆုံ_။_,Politics
35,နိုင်ငံခြားရေးဝန်ကြီးဌာန_ပြည်ထောင်စုဝန်ကြီး_ဒေါ်အောင်ဆန်းစုကြည်_သည်_စင်ကာပူ_နိုင်ငံခြားရေး_။_,Politics
36,ဝန်ကြီး_နှင့်_ကိုယ်စားလှယ်အဖွဲ့_ကို_နေပြည်တော်_ရှိ_ဝန်ကြီး_၏_ဧည့်ခန်း_မ_၌_မေ_၁၈_ရက်_နံနက်ပိုင်း_တွင်_။_,Politics
37,လက်ခံ_တွေ့ဆုံ_ခဲ့_သည်_။_,Politics
38,စင်ကာပူ_နိုင်ငံခြားရေးဝန်ကြီး_ဒေါက်တာ_ဗီ_ဗီ_ယန်_ဘာ_လာခ်_ရစ်_ရှ်_နန်_သည်_ပြည်ထောင်စုဝန်ကြီး_။_,Politics
39,ဒေါ်အောင်ဆန်းစုကြည်_နှင့်_တွေ့ဆုံ_ရာတွင်_နှစ်_နိုင်ငံ_ကြား_ဆက်ဆံရေး_နှင့်_ပူးပေါင်းဆောင်ရွက်မှု_။_,Politics
40,မြှင့်တင်_ရေး_နှစ်_နိုင်ငံ_သံတမန်_ဆက်ဆံရေး_ထူထောင်_သည့်_နှစ်_၅၀_ပြည့်_အခမ်းအနား_ကျင်းပ_ရေး_။_,Politics
41,နှစ်_နိုင်ငံ_ကြား_ပညာရေး_ကျန်းမာရေး_စိုက်ပျိုးရေး_နှင့်_အခြေခံ_အဆောက်အအုံ_တည်ဆောက်ရေး_။_,Politics
42,အပါအဝင်_ကဏ္ဍစုံ_ပူးပေါင်းဆောင်ရွက်မှု_နှင့်_ကုန်သွယ်မှု_တိုးမြှင့်_ရန်_ကိစ္စရပ်_များ_ကို_။_,Politics
43,ဆွေးနွေး_ခဲ့_ကြ_သည်_။_,Politics
44,အစ္စလာမ်_ဥပုသ်_လ_အတွင်း_အနောက်အုပ်စု_ပစ်မှတ်_များ_ကို_တိုက်ခိုက်_ကြ_ရန်_အဖွဲ့_လှုံ့ဆော်_။_,Politics
45,အမေရိကန်ပြည်ထောင်စု_နှင့်_ဥရောပ_ဘက်_မှ_ပစ်မှတ်_များ_ကို_အစ္စလာမ်_သာသနာ_အထွတ်အမြတ်_လ_အတွင်း_တိုက်ခိုက်_ကြ_ရန်_စစ်သွေးကြွ_အစွန်းရောက်_များ_က_၎င်း_တို့_သစ္စာခံ_များ_ကို_ပြော_ခွင့်_ရ_အရာရှိ_မှတဆင့်_လှုံ့ဆော်_မှု_အသစ်ထုတ်_ပြန်_ခဲ့_ကြောင်း_သတင်း_တစ်ရပ်_က_ဖော်ပြ_ထားသည်_။_,Politics
46,အောင်ပွဲရ_ဂျီဟတ်_လ_မြတ်_လည်း_ဖြစ်_တဲ့_ရာမာဒန်_ကာလ_မှာ_အထူးသဖြင့်_အမေရိက_နဲ့_ဥရောပ_မှာရှိ_တဲ့_တိုက်ခိုက်ရေး_သမား_တွေ_ထောက်ခံသူ_တွေ_ဟာ_အသင့်_ပြင်ဆင်_ပြီးတော့_မ_ယုံကြည်_သူများ_ကို_တိုက်ခိုက်_ကြ_ပါ_ဟု_ပြော_ခွင့်_ရ_အရာရှိ_အ_ဘူ_မူ_ဟာ_မက်_အယ်_အက်_နာနီ_က_အသံ_ဖိုင်_ထုတ်ပြန်_ကာ_ပြော_ကြားလိုက်_သည်_။_,Politics
47,တွင်_တက်_လာ_သော_အဆိုပါ_အသံ_ဖိုင်_အစစ်_ဟုတ်_မဟုတ်_ကို_လွတ်လပ်စွာ_အတည်ပြု_နိုင်_ခြင်း_မ_ရှိသော်လည်း_အယ်_အက်_နာနီ_၏_အသံ_ဖြစ်_မည်_ဟု_ယူဆ_နိုင်_ချေ_များ_ရှိသည်_။_,Politics
48,ရန်_သူ့_နယ်မြေ_ထဲ_မှာ_လုပ်_တဲ့_တိုက်ခိုက်_မှု_ဟာ_ကျုပ်_တို့_ဆီ_မှာ_တိုက်ခိုက်_တာ_ထက်_ပို_ထိရောက်_ပါ_တယ်_အဲဒီ_မှာရှိ_တဲ့_ညီအစ်ကို_တွေ_က_နယ်မြေ_ကို_လာချင်_တယ်_ဆို_ရင်_ကျုပ်_တို့_ကတော့_အဲ_ဒီမှာ_ပဲ_နေ_ပြီး_ခရု_ဆိတ်_စစ်သည်_တွေ_ကို_ချေမှုန်း_ပါ_လို့_ဆန္ဒပြု_ပါ_တယ်_ဟု_အက်_နာနီ_ဟု_ယူဆ_ရ_သူ_က_ပြောကြား_ခဲ့_သည်_။_,Politics
49,အရှေ့_အလယ်ပိုင်း_ဒေသ_တွင်_အစ္စလာမ်_နိုင်ငံတော်_ထူ_ထောင်ထား_သော_အဆိုပါ_စစ်သွေးကြွ_အုပ်စု_သည်_ပြင်သစ်_ဘယ်လ်ဂျီယံ_နှင့်_အမေရိကန်ပြည်ထောင်စု_ရှိ_အရပ်သား_ပစ်မှတ်_များ_ကို_ပြီးခဲ့သည့်_နှစ်_အတွင်း_က_ပြင်းထန်_စွာ_တိုက်ခိုက်_မှု_များ_ပြုလုပ်_ခဲ့_သည်_။_,Politics
50,၎င်း_တို့_၏_ကြေညာချက်_တွင်_ပျက်_ကျ_သွား_သော_အီဂျစ်_လေကြောင်းလိုင်း_ကိစ္စ_သည်_၎င်း_တို့_လက်ချက်_ဖြစ်ကြောင်း_တော့_အတည်ပြု_ပြောကြား_သွား_ခြင်း_မရှိသေး_ပေ_။_,Politics
51,အီဂျစ်_ပြင်သစ်_အမေရိကန်ပြည်ထောင်စု_အရာရှိ_များ_ကတော့_အဆိုပါ_လေယာဉ်_ပျက်_ကျ_မှု_မှာ_ဂျီဟတ်_တိုက်ခိုက်_မှု_တစ်ရပ်_ဟု_ယူဆ_နေလျက်_ရှိသည်_။_,Politics
52,အီရတ်_နှင့်_ဆီးရီးယား_ရှိ_ပစ်မှတ်_များ_ကို_အမေရိကန်_ဦးဆောင်_သော_ဥရောပ_အာရပ်_ညွန့်ပေါင်း_တပ်_များ_က_လေကြောင်း_မှ_တိုက်ခိုက်_မှု_များ_ပြုလုပ်_ခဲ့_ရာတွင်_မဟာဗျူဟာ_မြောက်_နေရာ_များ_ကို_ပြန်လည်_သိမ်းယူ_နိုင်_ပြီး_ဖြစ်သည်_။_,Politics
